model,test_weeks,train_r2,test_r2,train_mae,test_mae,test_rmse,test_mape
Gradient Boosting,4,0.9965318284314998,0.9765728548054763,0.0042091676029349274,0.009210519783517269,0.015421879606248962,2.3927420141495808
